Applicant Name,Funding Band,Alternative Name,Web address,Discipline,Notes,Area,ACE Region,ONS Region,Local Authority
Norwich Arts Centre,1,,http://norwichartscentre.co.uk/,Combined arts,,South East,East,East of England,Norwich
Nottingham City Museums and Galleries,2,Nottingham City Council,http://www.nottinghamcastle.org.uk,Museums,,Midlands,East Midlands,East Midlands,Nottingham
Nottingham Contemporary,3,,http://www.nottinghamcontemporary.org,Visual arts,,Midlands,East Midlands,East Midlands,Nottingham
Nottingham Media Centre Ltd,1,,http://www.broadway.org.uk,Visual arts,,Midlands,East Midlands,East Midlands,Nottingham
Nottingham Playhouse,3,,http://www.nottinghamplayhouse.co.uk,Theatre,,Midlands,East Midlands,East Midlands,Nottingham
November Club,1,,http://www.novemberclub.org.uk,Theatre,,North,North East,North East,Northumberland
NTS Live,1,,http://www.ntslive.co.uk,Music,,London,London,London,Hackney
Nutkhut,1,Nutkhut Ltd,http://www.nutkhut.co.uk,Combined arts,,London,London,London,Greenwich
Ockham's Razor,1,,http://www.ockhamsrazor.co.uk,Theatre,,London,London,London,Hammersmith and Fulham
Octopus Collective Ltd.,1,,http://www.octopuscollective.org,Music,,North,North West,North West,Barrow-in-Furness
Oily Cart,2,,http://www.oilycart.org.uk,Theatre,,London,London,London,Wandsworth
Oldham Coliseum Theatre,2,,http://www.coliseum.org.uk,Theatre,,North,North West,North West,Oldham
One Dance UK,SSO,,http://www.onedanceuk.org,Dance,,National,West Midlands,West Midlands,Birmingham
Open Clasp Theatre Company,1,,http://www.openclasp.org.uk,Theatre,,North,North East,North East,Newcastle upon Tyne
Open Eye gallery,1,,http://www.openeye.org.uk,Visual arts,,North,North West,North West,Liverpool
Open School East,1,,http://www.openschooleast.org,Visual arts,,South East,South East,South East,Thanet
Open Theatre Company,1,,http://www.opentheatre.co.uk,Theatre,,Midlands,West Midlands,West Midlands,Coventry
OpenUp Music,1,,http://www.openupmusic.org,Music,,South West,South West,South West,"Bristol, City of"
Opera North Limited,3,,http://www.operanorth.co.uk,Music,,North,Yorkshire,Yorkshire and The Humber,Leeds
Orchestra of the Age of Enlightenment,1,,http://www.oae.co.uk,Music,,London,London,London,Islington
Orchestras Live,2,,http://www.orchestraslive.org.uk,Music,,London,London,London,Islington
OTO Projects CIC,1,,http://www.cafeoto.co.uk,Music,,London,London,London,Hackney
Otolith Collective Ltd,1,,http://www.otolithgroup.org,Visual arts,,London,London,London,Hackney
Out of Joint,2,,http://www.outofjoint.co.uk,Theatre,,London,London,London,Islington
Outside In,1,Outside In Art,http://www.outsidein.org.uk,Visual arts,,South East,South East,South East,Chichester
Oxford Contemporary Music,1,,http://www.ocmevents.org,Music,,South East,South East,South East,Oxford
Oxford Playhouse Trust,2,,http://www.oxfordplayhouse.com,Theatre,,South East,South East,South East,Oxford
Pagoda Arts,1,,http://www.pagodaarts.org.uk,Music,,North,North West,North West,Liverpool
Paines Plough,2,,http://www.painesplough.com,Theatre,,London,London,London,Westminster
Palace Theatre Watford Limited,2,,http://www.watfordpalacetheatre.co.uk,Theatre,,South East,East,East of England,Watford
Pallant House Gallery,1,,http://pallant.org.uk,Visual arts,,South East,South East,South East,Chichester
Paraiso School of Samba,1,,http://www.paraisosamba.co.uk,Combined arts,,London,London,London,Camden
Paraorchestra and Friends,1,,http://www.paraorchestra.com,Music,,South West,South West,South West,"Bristol, City of"
Pavilion Dance South West Ltd,2,,http://www.pdsw.org.uk,Dance,,South West,South West,South West,Bournemouth
Peckham Platform Ltd,1,,http://www.peckhamplatform.com,Visual arts,,London,London,London,Southwark
Peepal Tree Press,1,,http://www.peepaltreepress.com,Literature,,North,Yorkshire,Yorkshire and The Humber,Leeds
Peer UK,1,,http://www.peeruk.org,Visual arts,,London,London,London,Hackney
Pegasus Theatre Trust,2,,http://www.pegasustheatre.org.uk,Theatre,,South East,South East,South East,Oxford
Penned in the Margins,1,,http://www.pennedinthemargins.co.uk,Literature,,London,London,London,Tower Hamlets
Pentabus Arts Ltd,1,,http://www.pentabus.co.uk,Theatre,,Midlands,West Midlands,West Midlands,Shropshire
People Express,1,,http://www.people-express.org.uk,Combined arts,,Midlands,East Midlands,East Midlands,South Derbyshire
People United,1,,http://www.peopleunited.org.uk,Combined arts,,South East,South East,South East,Canterbury
People's History Museum,2,National Museum of Labour History,http://www.phm.org.uk,Museums,,North,North West,North West,Manchester
People's Palace Projects,1,,http://www.peoplespalace.org.uk,Combined arts,,London,London,London,Tower Hamlets
Perfect Pitch Musicals Ltd,1,,http://www.perfectpitchmusicals.com,Theatre,,London,London,London,Westminster
Performances Birmingham Limited,1,,http://www.thsh.co.uk,Music,,Midlands,West Midlands,West Midlands,Birmingham
Peshkar,1,,http://www.peshkar.co.uk,Combined arts,,North,North West,North West,Oldham
Philharmonia Limited,3,,http://www.philharmonia.co.uk,Music,,London,London,London,Southwark
Phoenix Dance Theatre,2,,http://www.phoenixdancetheatre.co.uk,Dance,,North,Yorkshire,Yorkshire and The Humber,Leeds
Photofusion,1,,http://www.photofusion.org,Visual arts,,London,London,London,Lambeth
Photoworks,2,,http://www.photoworks.org.uk,Visual arts,,South East,South East,South East,Brighton and Hove
Pilot Theatre Ltd,2,,http://www.pilot-theatre.com,Theatre,,North,Yorkshire,Yorkshire and The Humber,York
Pioneer Theatres Ltd t/a Theatre Royal Stratford East,3,,http://www.stratfordeast.com,Theatre,,London,London,London,Newham
Plymouth Culture,SSO,,http://www.plymouthculture.co.uk,Not discipline specific,,South West,South West,South West,Plymouth
Plymouth Music Zone Ltd,1,,http://www.plymouthmusiczone.org.uk,Music,,South West,South West,South West,Plymouth
Pocklington Arts Centre,1,Pocklington Town Council T/A Pocklington Arts Centre,http://www.pocklingtonartscentre.co.uk,Combined arts,,North,Yorkshire,Yorkshire and The Humber,East Riding of Yorkshire
PoemsOnTheUnderground,1,,-,Literature,,London,London,London,Camden
Poet in the City,1,,http://www.poetinthecity.co.uk,Literature,,London,London,London,Islington
Poetry London,1,,http://www.poetrylondon.co.uk,Literature,,London,London,London,Lewisham
Poetry Translation Centre Ltd,1,,http://www.poetrytranslation.org,Literature,,London,London,London,City of London
Polish Expats Association cic,1,,http://www.centrala-space.org.uk,Visual arts,,Midlands,West Midlands,West Midlands,Birmingham
Polka Theatre,2,Polka Children's Theatre Limited,http://www.polkatheatre.com,Theatre,,London,London,London,Merton
Poole Arts Trust Ltd,2,,http://www.lighthousepoole.co.uk,Combined arts,,South West,South West,South West,Poole
Pop Up Projects CIC,1,,http://www.pop-up.org.uk,Literature,,South East,East,East of England,Peterborough
PopUp Initiative CIC (The NewBridge Project),1,,http://www.thenewbridgeproject.com,Visual arts,,North,North East,North East,Newcastle upon Tyne
Portsmouth New Theatre Royal,1,new theatre royal trustees (portsmouth) limited ,http://www.newtheatreroyal.com,Theatre,,South West,South West,South East,Portsmouth
Prema Arts Centre,1,Prema,http://www.prema.org.uk,Combined arts,,South West,South West,South West,Stroud
Preston City Council,1,,http://www.harrismuseum.org.uk,Museums,,North,North West,North West,Preston
Primary,1,Nottingham Studios,http://www.weareprimary.org,Visual arts,,Midlands,East Midlands,East Midlands,Nottingham
Prime Theatre,1,,http://www.primetheatre.co.uk,Theatre,,South West,South West,South West,Swindon
Prism Arts,1,,http://www.prismarts.org.uk,Combined arts,,North,North West,North West,Carlisle
Project Art Works,1,,http://www.projectartworks.org,Visual arts,,South East,South East,South East,Hastings
Project Phakama UK,1,,http://www.projectphakama.org,Theatre,,London,London,London,Tower Hamlets
Project Space Leeds,2,,http://www.thetetley.org,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Leeds
Protein Dance Ltd,1,,http://www.proteindance.co.uk,Dance,,London,London,London,Greenwich
Proteus Theatre Company,1,,http://www.proteustheatre.com,Theatre,,South West,South West,South East,Basingstoke and Deane
Psappha Limited,1,,http://www.psappha.com/,Music,,North,North West,North West,Manchester
PUNCH RECORDS,2,,http://www.punch-reocrds.co.uk,Music,,Midlands,West Midlands,West Midlands,Birmingham
Punchdrunk,1,,http://www.punchdrunk.org.uk,Theatre,,London,London,London,Haringey
Quarantine,1,,http://qtine.com,Theatre,,North,North West,North West,Manchester
Queen's Hall Arts,1,,http://www.queenshall.co.uk,Combined arts,,North,North East,North East,Northumberland
Rambert,3,,http://rambert.org.uk,Dance,,London,London,London,Lambeth
Raw Material Music and Media Education,1,,http://rawmusicmedia.co.uk/,Music,,London,London,London,Lambeth
Re:Bourne,3,,http://www.new-adventures.net,Dance,,South East,South East,South East,Waverley
Readipop,1,,http://www.readipop.co.uk,Music,,South East,South East,South East,Reading
Real Ideas Organisation CIC,SSO,,http://www.realideas.org,Not discipline specific,Bridge Organisation,South West,South West,South West,Plymouth
Real Ideas Organisation CIC,1,,http://www.realideas.org,Combined arts,,South West,South West,South West,Plymouth
Red Earth Theatre Limited,1,,http://www.redearththeatre.com,Theatre,,Midlands,East Midlands,East Midlands,Amber Valley
Red Ladder Theatre Company,1,,http://www.redladder.co.uk,Theatre,,North,Yorkshire,Yorkshire and The Humber,Leeds
Redbridge Drama Centre,1,Vision - Redbridge Culture & Leisure Ltd,http://www.redbridgedramacentre.co.uk,Theatre,,London,London,London,Redbridge
Redeye (North West Photography Network) Ltd,SSO,,http://www.redeye.org.uk,Visual arts,,North,North West,North West,Manchester
Resonance,1,London Musicians' Collective Limited,http://resonance.fm,Visual arts,,London,London,London,Southwark
Rich Mix Cultural Foundation,2,,http://www.richmix.org.uk,Combined arts,,London,London,London,Tower Hamlets
Rifco Arts,2,,http://www.rifcoarts.com,Theatre,,South East,East,East of England,Watford
Ripon Museum Trust,1,,http://riponmuseums.co.uk,Museums,,North,Yorkshire,Yorkshire and The Humber,Harrogate
RJC Dance,1,RJC Productions Ltd,http://www.rjcdance.org.uk,Dance,,North,Yorkshire,Yorkshire and The Humber,Leeds
Rosehill Arts Trust,1,,http://rosehilltheatre.co.uk,Combined arts,,North,North West,North West,Copeland
Roses Theatre Trust,1,,http://rosestheatre.org,Theatre,,South West,South West,South West,Tewkesbury
Rosetta Art Centre,1,,http://www.rosettaarts.org,Visual arts,,London,London,London,Newham
Rosie Kay Dance Company,1,,http://rosiekay.co.uk,Dance,,Midlands,West Midlands,West Midlands,Birmingham
Rotherham Open Arts Renaissance (ROAR),1,,http://www.rotherhamroar.com,Combined arts,,North,Yorkshire,Yorkshire and The Humber,Rotherham
Royal Court Liverpool Trust,1,,http://www.royalcourtliverpool.com,Theatre,,North,North West,North West,Liverpool
Royal Exchange Theatre Company Ltd,3,,http://www.royalexchange.co.uk,Theatre,,North,North West,North West,Manchester
Royal Liverpool Philharmonic,3,,http://liverpoolphil.com,Music,,North,North West,North West,Liverpool
Royal Opera House,3,,http://www.roh.org.uk,Music,,London,London,London,Westminster
Royal Opera House,SSO,,http://www.roh.org.uk,Not discipline specific,Bridge Organisation,South East,East,East of England,Thurrock
Royal Philharmonic Orchestra Ltd,2,,http://www.rpo.co.uk,Music,,London,London,London,Islington
Royal Shakespeare Company,3,,http://www.rsc.org.uk,Theatre,,Midlands,West Midlands,West Midlands,Stratford-on-Avon
RTYDS Ltd,SSO,,http://www.rtyds.co.uk,Theatre,,National,North West,North West,Manchester
Rural Arts North Yorkshire,1,,http://WWW.RURALARTS.ORG,Combined arts,,North,Yorkshire,Yorkshire and The Humber,Hambleton
Rural Media Charity,1,,http://www.ruralmedia.co.uk,Visual arts,,Midlands,West Midlands,West Midlands,"Herefordshire, County of"
Russell Maliphant Company,1,,http://www.russellmaliphant.com,Dance,,South East,East,East of England,Ipswich
Sadler's Wells,3,,http://www.sadlerswells.com,Dance,,London,London,London,Islington
Salisbury Arts Theatre Ltd,3,,http://www.salisburyplayhouse.com,Theatre,Technical Uplift - Salisbury Arts Theatre Ltd are starting the process for transition to a single organisation with two other 2015-2018 National Portfolio Organisations. The technical uplift in funding relates to the cumulative total of these three organisations.,South West,South West,South West,Wiltshire
Sampad (South Asian Arts Development),1,,http://www.sampad.org.uk,Combined arts,,Midlands,West Midlands,West Midlands,Birmingham
Scarborough Theatre Trust Ltd,2,,http://www.sjt.uk.com,Theatre,,North,Yorkshire,Yorkshire and The Humber,Scarborough
Serendipity,1,Serendipity Artists Movement Ltd,http://www.serendipity-uk.com,Dance,,Midlands,East Midlands,East Midlands,Leicester
Serious Events Limited,2,,http://www.serious.org.uk,Music,,London,London,London,Islington
Serpentine Galleries,3,,http://www.serpentinegalleries.org,Visual arts,,London,London,London,Westminster
"Seven Stories, The National Centre for Children's Books",2,,http://www.sevenstories.org.uk,Literature,,North,North East,North East,Newcastle upon Tyne
Shademakers UK Carnival Club,1,,http://www.shademakersuk.org,Combined arts,,South West,South West,South East,Isle of Wight
Shakespeare Birthplace Trust,1,,http://www.shakespeare.org.uk,Museums,,Midlands,West Midlands,West Midlands,Stratford-on-Avon
Shape London,2,,http://www.shapearts.org.uk,Visual arts,,London,London,London,Camden
Sheffield Doc/Fest,1,,http://www.sheffdocfest.com,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Sheffield
Sheffield Galleries & Museums Trust,2,,http://www.museums-sheffield.org.uk,Museums,,North,Yorkshire,Yorkshire and The Humber,Sheffield
Sheffield Theatres Trust Ltd,3,,http://sheffieldtheatres.co.uk,Theatre,,North,Yorkshire,Yorkshire and The Humber,Sheffield
Shobana Jeyasingh Dance Company,2,,http://www.shobanajeyasingh.co.uk,Dance,,London,London,London,Westminster
Shubbak: A Window on Contemporary Arab Culture,1,,http://www.shubbak.co.uk,Combined arts,,London,London,London,Kensington and Chelsea
SICK! Productions,1,,http://www.sickfestival.com,Combined arts,,North,North West,North West,Manchester
Sinfonietta Productions Limited,2,,http://www.londonsinfonietta.org.uk,Music,,London,London,London,Islington
Siobhan Davies Dance,2,,http://www.siobhandavies.com,Dance,,London,London,London,Southwark
Site Gallery,2,,http://www.sitegallery.org,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Sheffield
Slung Low Limited,1,,http://www.slunglow.org,Theatre,,North,Yorkshire,Yorkshire and The Humber,Leeds
Small Green Shoots,1,,http://www.smallgreenshoots.co.uk/,Music,,London,London,London,Camden
Snape Maltings,3,,http://www.snapemaltings.co.uk,Music,,South East,East,East of England,Suffolk Coastal
Society Of Chief Librarians,SSO,,http://www.goscl.com,Libraries,,National,East,East of England,Southend-on-Sea
Soft Touch Arts Ltd,1,,http://www.soft-touch.org.uk,Combined arts,,Midlands,East Midlands,East Midlands,Leicester
Soho Theatre Company,2,,http://www.sohotheatre.com,Theatre,,London,London,London,Westminster
Somerset Art Works,1,SAW Ltd,http://www.somersetartworks.org.uk,Visual arts,,South West,South West,South West,South Somerset
Somerset Film and Video Ltd,1,,http://www.somersetfilm.com,Visual arts,,South West,South West,South West,Sedgemoor
Sonia Sabri Company,1,,http://www.ssco.org.uk,Dance,,Midlands,West Midlands,West Midlands,Birmingham
Sound UK Arts,1,,http://www.sounduk.net,Music,,London,London,London,Hackney
SoundCity,1,,http://www.liverpoolsoundcity.co.uk,Music,,North,North West,North West,Liverpool
South Asian Arts-uk,1,,http://www.saa-uk.org,Music,,North,Yorkshire,Yorkshire and The Humber,Leeds
South East Dance Ltd,2,,http://southeastdance.org.uk/,Dance,,South East,South East,South East,Brighton and Hove
South East Museum Development Programme,SSO,Brighton & Hove City Council,http://www.southeastmuseums.org,Museums,Museum Development,South East,South East,South East,Brighton and Hove
South London Gallery,2,South London Fine Art Gallery and Library,http://www.southlondongallery.org,Visual arts,,London,London,London,Southwark
South West Museum Development,SSO,Bristol City Council,http://www.southwestmuseums.org.uk,Museums,Museum Development,South West,South West,South West,"Bristol, City of"
Southampton City Council,1,,http://www.southampton.gov.uk,Visual arts,,South West,South West,South East,Southampton
Southbank Centre,3,,http://www.southbankcentre.co.uk,Combined arts,"Technical reduction (£250,000 p/a) -  Southbank Centre applied for a 3% reduction in funding, in line with conversations prior to the application period. The further reduction is an allocation of £250k, which is awarded to the Southbank Centre to manage the Arts Council Collection. This £250k is still in place but for this coming 4 year period will be routed through a separate funding agreement, outside of the NPO programme.",London,London,London,Lambeth
Spare Tyre Theatre Company Ltd,1,,http://www.sparetyre.org,Theatre,,London,London,London,Lewisham
Spike Island Artspace Ltd,2,,http://spikeisland.org.uk/,Visual arts,,South West,South West,South West,"Bristol, City of"
Spitalfields Festival Ltd.,1,,http://www.spitalfieldsmusic.org.uk,Music,,London,London,London,Tower Hamlets
Spread the Word,1,,http://www.spreadtheword.org.uk,Literature,,London,London,London,Lewisham
Square Chapel Trust,1,,http://www.squarechapel.co.uk,Combined arts,,North,Yorkshire,Yorkshire and The Humber,Calderdale
ss Great Britain Trust,1,,http://www.ssgreatbritain.org,Museums,,South West,South West,South West,"Bristol, City of"
St Helens Council Library Service,1,St Helens Council,https://www.sthelens.gov.uk,Libraries,,North,North West,North West,St. Helens
St Pauls Carnival (Bristol) CIC,1,,http://stpaulscarnival.co.uk/,Combined arts,,South West,South West,South West,"Bristol, City of"
Stagetext,SSO,,http://www.stagetext.org,Theatre,,National,London,London,Tower Hamlets
Stanley Picker Gallery,1,Kingston University,http://www.stanleypickergallery.org,Visual arts,,London,London,London,Kingston upon Thames
Stan's Cafe,1,,http://www.stanscafe.co.uk,Theatre,,Midlands,West Midlands,West Midlands,Birmingham
Stockton Arts Centre Ltd,2,,http://www.arconline.co.uk,Combined arts,,North,North East,North East,Stockton-on-Tees
Stockton Borough Council Tees Valley Museum Group,2,Stockton on Tees  Borough Council,http://www.prestonparkmuseum.co.uk/,Museums,,North,North East,North East,Stockton-on-Tees
Stockton International Riverside Festival,2,Stockton Borough Council,http://www.sirf.co.uk,Combined arts,,North,North East,North East,Stockton-on-Tees
Stoke on Trent & North Staffordshire Theatre Trust,2,,http://www.newvictheatre.org.uk,Theatre,,Midlands,West Midlands,West Midlands,Newcastle-under-Lyme
Stopgap Dance Company,2,,http://stopgapdance.com,Dance,,South East,South East,South East,Waverley
Stratford Circus,2,Stratford Arts Trust,http://www.stratford-circus.com,Combined arts,,London,London,London,Newham
Streetwise Opera,1,,http://streetwiseopera.org,Music,,London,London,London,Camden
Strike A Light,1,,http://www.strikealightfestival.org.uk,Theatre,,South West,South West,South West,Gloucester
Stroud Valleys Artspace,1,,http://www.sva.org.uk,Visual arts,,South West,South West,South West,Stroud
Studio 3 Arts,1,,http://www.studio3arts.org.uk,Combined arts,,London,London,London,Barking and Dagenham
Studio Voltaire,1,,http://www.studiovoltaire.org,Visual arts,,London,London,London,Lambeth
Studio Wayne McGregor,2,,http://waynemcgregor.com,Dance,,London,London,London,Hackney
Suffolk Libraries,1,,http://www.suffolklibraries.co.uk,Libraries,,South East,East,East of England,Ipswich
Sunderland Culture,2,,http://sunderlandculture.org.uk,Visual arts,,North,North East,North East,Sunderland
Sunshine International Arts,1,,http://www.sunshineiarts.co.uk,Combined arts,,London,London,London,Haringey
Swindon Dance,1,,http://www.swindondance.org.uk,Dance,,South West,South West,South West,Swindon
Take A Part CIC,1,,http://www.effordtakeapart.org.uk,Combined arts,,South West,South West,South West,Plymouth
Take Art Limited,1,,http://www.takeart.org,Combined arts,,South West,South West,South West,South Somerset
Talawa Theatre Company Ltd,2,,http://www.talawa.com,Theatre,,London,London,London,Hackney
Talking Birds Theatre Company Limited,1,,http://talkingbirds.co.uk,Theatre,,Midlands,West Midlands,West Midlands,Coventry
Tamasha Theatre Company,2,,http://www.tamasha.org.uk,Theatre,,London,London,London,Tower Hamlets
Tangle Ltd,1,,http://www.tangleinternational.com,Theatre,,South West,South West,South West,South Somerset
Tangled Feet,1,,http://www.tangledfeet.com,Combined arts,,South East,East,East of England,Welwyn Hatfield
Tara Arts,1,,http://www.tara-arts.com,Theatre,,London,London,London,Wandsworth
Tavaziva Dance,1,,http://www.tavazivadance.com,Dance,,London,London,London,Haringey
Teesside University,2,,http://www.tees.ac.uk,Visual arts,,North,North East,North East,Middlesbrough
Tete a Tete,1,,http://www.tete-a-tete.org.uk,Music,,London,London,London,Richmond upon Thames
Thackray Medical Museum,1,,http://www.thackraymedicalmuseum.co.uk,Museums,,North,Yorkshire,Yorkshire and The Humber,Leeds
Thames Festival Trust,1,,http://www.totallythames.org,Combined arts,,London,London,London,Southwark
the Albany,1,,http://www.thealbany.org.uk,Combined arts,,London,London,London,Lewisham
the Albany,SSO,,http://www.thealbany.org.uk,Combined arts,,National,London,London,Lewisham
The Alternative Theatre Company Ltd.,2,,http://www.bushtheatre.co.uk,Theatre,,London,London,London,Hammersmith and Fulham
The Anvil Trust Ltd,1,,http://www.anvilarts.org.uk,Music,,South West,South West,South East,Basingstoke and Deane
The Artangel Trust,2,,http://www.artangel.org.uk,Visual arts,,London,London,London,Camden
The Arts Depot Trust Ltd,2,,http://www.artsdepot.co.uk,Combined arts,,London,London,London,Barnet
The Ashton Group Theatre,1,,http://www.ashtongroup.co.uk,Theatre,,North,North West,North West,Barrow-in-Furness
The Audience Agency,SSO,,http://www.theaudienceagency.org,Not discipline specific,,National,North West,North West,Manchester
The Bike Shed Theatre,1,,http://www.bikeshedtheatre.co.uk,Theatre,,South West,South West,South West,Exeter
The Bluecoat,2,,http://www.thebluecoat.org.uk,Combined arts,,North,North West,North West,Liverpool
The Bowes Museum,2,,http://www.thebowesmuseum.org.uk,Museums,,North,North East,North East,County Durham
The Bronte Society,1,,http://www.bronte.org.uk,Museums,,North,Yorkshire,Yorkshire and The Humber,Bradford
The Children's Bookshow,1,,http://www.thechildrensbookshow.com,Literature,,London,London,London,Brent
The Courtyard Trust,1,,http://www.courtyard.org.uk,Combined arts,,Midlands,West Midlands,West Midlands,"Herefordshire, County of"
The Creative Art House,1,,http://www.the-arthouse.org.uk,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Wakefield
The Customs House,1,,http://www.customshouse.co.uk,Combined arts,,North,North East,North East,South Tyneside
The DanceXchange Limited,2,,http://www.dancexchange.org.uk,Dance,,Midlands,West Midlands,West Midlands,Birmingham
The Devon Guild of Craftsmen,1,,http://www.crafts.org.uk,Visual arts,,South West,South West,South West,Teignbridge
The Dukes Playhouse Ltd,2,,http://www.dukes-lancaster.org,Theatre,,North,North West,North West,Lancaster
The Forge,1,County Durham Arts In Education Agency,http://www.intheforge.com,Combined arts,,North,North East,North East,County Durham
The Gate Theatre Company Ltd,2,,http://www.gatetheatre.co.uk,Theatre,,London,London,London,Kensington and Chelsea
The Geffrye Museum,1,,http://www.geffrye-museum.org.uk,Museums,,London,London,London,Hackney
The Hall For Cornwall Trust,2,,https://www.hallforcornwall.co.uk,Combined arts,,South West,South West,South West,Cornwall
The Hepworth Wakefield Trust,2,,http://www.hepworthwakefield.org,Visual arts,,North,Yorkshire,Yorkshire and The Humber,Wakefield
The Lawnmowers Independent Theatre Company,1,,http://www.lawnmowerstheatre.com,Theatre,,North,North East,North East,Gateshead
The Literary Consultancy,1,,http://literaryconsultancy.co.uk,Literature,,London,London,London,Islington
The Lowry Centre Trust,2,,http://www.thelowry.com,Combined arts,,North,North West,North West,Salford
The Lyric Theatre Hammersmith Limited,3,,http://www.lyric.co.uk,Theatre,,London,London,London,Hammersmith and Fulham
The Maltings Berwick Trust Limited,1,,http://www.maltingsberwick.co.uk,Combined arts,,North,North East,North East,Northumberland
The Met,1,Bury Metropolitan Arts Association,http://www.themet.biz,Combined arts,,North,North West,North West,Bury
The Midi Music Company,1,,http://www.themidimusiccompany.co.uk,Music,,London,London,London,Lewisham
The Mighty Creatives,SSO,,http://www.themightycreatives.com,Not discipline specific,Bridge Organisation,Midlands,East Midlands,East Midlands,Leicester
The Ministry of Stories,1,,http://ministryofstories.org,Literature,,London,London,London,Hackney
The National Holocaust Centre and Museum,2,,http://www.nationalholocaustcentre.net,Museums,,Midlands,East Midlands,East Midlands,Newark and Sherwood
The National Youth Brass Band of Great Britain,1,,http://nybbgb.com,Music,"Technical Reduction - Organisation is a National Youth Music Organisation (NYMOs). For 2015-2018, NYMOs were jointly funded by Department of Education and Arts Council England. For 2018-2022, NYMOs will receive their Arts Council England allocation as National Portfolio funding. NYMOs will receive their Department for Education funding via a restricted separate grant.",South East,East,East of England,South Cambridgeshire
The New Carnival Company CIC,1,,http://Www.thenewcarnivalcompany.com,Combined arts,,South West,South West,South East,Isle of Wight
The Octagon Theatre Trust,2,,http://www.octagonbolton.co.uk,Theatre,,North,North West,North West,Bolton
The Organisation for New Music and Sound,2,,http://www.soundandmusic.org,Music,,London,London,London,Westminster
The Photographers' Gallery,2,,http://www.photonet.org.uk,Visual arts,,London,London,London,Westminster
The Poetry Archive,1,,http://www.poetryarchive.org,Literature,,South West,South West,South West,Stroud
The Poetry School,1,,https://poetryschool.com,Literature,,London,London,London,Lambeth
The Poetry Society,2,,http://www.poetrysociety.org.uk,Literature,,London,London,London,Camden
The Point,1,Eastleigh Borough Council,http://www.thepointeastleigh.co.uk,Combined arts,,South West,South West,South East,Eastleigh
The Pound Arts Trust Ltd,1,,http://www.poundarts.org.uk,Combined arts,,South West,South West,South West,Wiltshire
The Reader,1,,http://www.thereader.org.uk/,Literature,,North,North West,North West,Liverpool
The Reading Agency,2,,http://readingagency.org.uk,Literature,,London,London,London,Islington
The Robert Pacitti Company Ltd,2,,http://www.pacitticompany.com,Theatre,,South East,East,East of England,Ipswich
The Roundhouse Trust,2,,http://www.roundhouse.org.uk,Combined arts,,London,London,London,Camden
The Seachange Trust,2,,http://seachangearts.org.uk/,Combined arts,,South East,East,East of England,Great Yarmouth
The Showroom,1,,http://www.theshowroom.org,Visual arts,,London,London,London,Westminster
The Southampton Nuffield Theatre Trust,2,,https://www.nstheatres.co.uk/,Theatre,,South West,South West,South East,Southampton
The Spark Arts for Children,1,,http://www.thesparkarts.co.uk,Combined arts,,Midlands,East Midlands,East Midlands,Leicester
The Spring Arts & Heritage Centre,1,,http://www.thespring.co.uk,Combined arts,,South West,South West,South East,Havant
The Story Museum,1,,http://www.storymuseum.org.uk,Literature,,South East,South East,South East,Oxford
The Tank Museum,1,,http://www.tankmuseum.org,Museums,,South West,South West,South West,Purbeck
The Theatre Orchard,1,,http://www.thetheatreorchard.org.uk,Theatre,,South West,South West,South West,North Somerset
The Wigmore Hall Trust,2,,http://www.wigmore-hall.org.uk,Music,,London,London,London,Westminster
The Writing Squad,1,,http://www.writingsquad.com,Literature,,North,North West,North West,Stockport
The Yard Theatre Ltd.,1,,http://www.theyardtheatre.co.uk,Theatre,,London,London,London,Tower Hamlets
The York Early Music Foundation,2,,http://www.ncem.co.uk,Music,,North,Yorkshire,Yorkshire and The Humber,York
Theatre Alibi,1,,http://www.theatrealibi.co.uk,Theatre,,South West,South West,South West,Exeter
Theatre Bristol Ltd,1,,http://theatrebristol.net/,Theatre,,South West,South West,South West,"Bristol, City of"
Theatre Centre,1,,http://www.theatre-centre.co.uk,Theatre,,London,London,London,Hackney
Theatre de Complicite Education Ltd,2,,http://www.complicite.org/,Theatre,,London,London,London,Camden
Theatre Hullabaloo,2,Cleveland Independent Theatre Company Ltd,http://www.theatrehullabaloo.org.uk,Theatre,,North,North East,North East,Darlington
Theatre in the Mill,1,University of Bradford,http://www.brad.ac.uk/theatre/,Theatre,,North,Yorkshire,Yorkshire and The Humber,Bradford
Theatre Peckham,1,,http://www.theatrepeckham.co.uk,Theatre,,London,London,London,Southwark
Theatre Royal (Plymouth) Ltd,3,,http://www.theatreroyal.com/,Theatre,,South West,South West,South West,Plymouth
Theatre-Rites,1,,http://www.theatre-rites.co.uk,Theatre,,London,London,London,Tower Hamlets
Third Angel,1,,http://www.thirdangel.co.uk,Theatre,,North,Yorkshire,Yorkshire and The Humber,Sheffield
Threshold Studios,1,,http://www.thresholdstudios.tv,Visual arts,,Midlands,East Midlands,East Midlands,Northampton
Tiata Fahodzi Ltd,1,,http://www.tiatafahodzi.com,Theatre,,South East,East,East of England,Watford
